,ICM Time,TickMill Time,TickMill Bid,ICM Ask
143,2022-06-16 20:34:28.734000,2022-06-16 20:34:28.929000,11172.9,11172.7
144,2022-06-16 20:34:35.730000,2022-06-16 20:34:36.035000,11174.0,11172.3
145,2022-06-16 20:34:41.430000,2022-06-16 20:34:41.631000,11175.9,11175.5
146,2022-06-16 20:34:51.034000,2022-06-16 20:34:51.333000,11175.5,11175.4
147,2022-06-16 20:34:52.831000,2022-06-16 20:34:53.035000,11176.5,11176.4
148,2022-06-16 20:35:02.133000,2022-06-16 20:35:02.434000,11181.7,11181.2
149,2022-06-16 20:36:04.815000,2022-06-16 20:36:05.978000,11165.0,11163.5
150,2022-06-16 20:36:15.631000,2022-06-16 20:36:15.935000,11163.4,11163.0
151,2022-06-16 20:36:17.746000,2022-06-16 20:36:17.954000,11166.9,11166.2
152,2022-06-16 20:36:20.934000,2022-06-16 20:36:21.937000,11166.2,11165.8
153,2022-06-16 20:36:39.029000,2022-06-16 20:36:39.636000,11159.3,11158.3
154,2022-06-16 20:36:41.631000,2022-06-16 20:36:41.934000,11159.5,11158.8
155,2022-06-16 20:36:49.731000,2022-06-16 20:36:50.035000,11159.4,11159.3
156,2022-06-16 20:36:51.131000,2022-06-16 20:36:51.535000,11162.9,11161.0
157,2022-06-16 20:36:52.836000,2022-06-16 20:36:52.630000,11161.8,11161.4
158,2022-06-16 20:37:00.329000,2022-06-16 20:37:00.562000,11156.5,11155.4
159,2022-06-16 20:37:05.530000,2022-06-16 20:37:05.832000,11155.0,11154.3
160,2022-06-16 20:37:09.729000,2022-06-16 20:37:09.935000,11157.9,11156.8
161,2022-06-16 20:37:19.237000,2022-06-16 20:37:19.536000,11153.9,11153.4
162,2022-06-16 20:37:29.832000,2022-06-16 20:37:30.034000,11152.2,11150.8
163,2022-06-16 20:37:36.633000,2022-06-16 20:37:37.130000,11154.9,11154.7
164,2022-06-16 20:37:48.035000,2022-06-16 20:37:48.233000,11158.5,11156.9
165,2022-06-16 20:37:53.533000,2022-06-16 20:37:53.934000,11159.0,11158.8
166,2022-06-16 20:37:56.830000,2022-06-16 20:37:57.334000,11159.3,11159.2
167,2022-06-16 20:37:57.936000,2022-06-16 20:37:58.333000,11161.5,11160.7
168,2022-06-16 20:38:01.332000,2022-06-16 20:38:01.632000,11161.7,11161.3
169,2022-06-16 20:38:12.934000,2022-06-16 20:38:13.236000,11156.7,11155.3
170,2022-06-16 20:38:18.133000,2022-06-16 20:38:17.929000,11154.8,11154.2
171,2022-06-16 20:38:22.937000,2022-06-16 20:38:22.726000,11153.0,11151.3
172,2022-06-16 20:38:26.435000,2022-06-16 20:38:27.044000,11153.2,11152.7
173,2022-06-16 20:38:27.044000,2022-06-16 20:38:27.533000,11154.5,11154.2
174,2022-06-16 20:38:47.236000,2022-06-16 20:38:47.531000,11159.4,11159.0
175,2022-06-16 20:38:47.531000,2022-06-16 20:38:47.933000,11160.7,11160.4
176,2022-06-16 20:38:53.034000,2022-06-16 20:38:53.530000,11162.0,11161.3
177,2022-06-16 20:38:56.234000,2022-06-16 20:38:56.737000,11164.0,11163.8
178,2022-06-16 20:39:05.832000,2022-06-16 20:39:06.037000,11162.0,11161.0
179,2022-06-16 20:39:14.032000,2022-06-16 20:39:14.234000,11164.0,11162.9
180,2022-06-16 20:39:14.536000,2022-06-16 20:39:14.842000,11169.5,11165.3
181,2022-06-16 20:39:14.536000,2022-06-16 20:39:14.842000,11169.5,11165.3
182,2022-06-16 20:39:36.434000,2022-06-16 20:39:36.731000,11163.2,11162.4
183,2022-06-16 20:39:42.432000,2022-06-16 20:39:42.835000,11165.0,11164.7
184,2022-06-16 20:39:48.529000,2022-06-16 20:39:49.032000,11166.2,11164.8
185,2022-06-16 20:39:49.032000,2022-06-16 20:39:49.335000,11167.3,11167.2
186,2022-06-16 20:39:53.727000,2022-06-16 20:39:54.130000,11168.0,11167.2
187,2022-06-16 20:40:02.732000,2022-06-16 20:40:03.032000,11170.2,11169.3
188,2022-06-16 20:40:15.932000,2022-06-16 20:40:16.435000,11165.5,11161.0
189,2022-06-16 20:40:20.832000,2022-06-16 20:40:21.230000,11166.7,11166.4
190,2022-06-16 20:40:29.137000,2022-06-16 20:40:29.433000,11173.8,11171.9
191,2022-06-16 20:41:06.838000,2022-06-16 20:41:07.635000,11150.0,11149.4
192,2022-06-16 20:41:10.935000,2022-06-16 20:41:11.234000,11153.5,11152.9
193,2022-06-16 20:41:19.931000,2022-06-16 20:41:20.134000,11151.0,11149.0
194,2022-06-16 20:41:22.433000,2022-06-16 20:41:22.632000,11152.0,11151.7
195,2022-06-16 20:41:37.235000,2022-06-16 20:41:37.536000,11156.4,11155.5
196,2022-06-16 20:41:39.334000,2022-06-16 20:41:39.634000,11157.8,11157.4
197,2022-06-16 20:41:42.632000,2022-06-16 20:41:42.934000,11154.4,11154.0
198,2022-06-16 20:41:54.134000,2022-06-16 20:41:54.434000,11152.2,11152.0
199,2022-06-16 20:42:13.731000,2022-06-16 20:42:14.142000,11152.3,11151.3
