,FXCM Time,FXCM Bid,FXCM Ask,FxPro Time,FxPro bidopen,FxPro askopen
22,2022-03-25 14:40:06.548000,14777.98,14779.28,2022-03-25 16:40:07.680,14779.82,14780.97
23,2022-03-25 14:40:13.145000,14775.91,14777.21,2022-03-25 16:40:13.506,14779.57,14780.72
24,2022-03-25 14:40:15.159000,14777.58,14778.88,2022-03-25 16:40:15.648,14778.92,14780.07
25,2022-03-25 14:40:22.167000,14775.83,14777.13,2022-03-25 16:40:22.668,14777.42,14778.57
26,2022-03-25 14:40:30.140000,14777.38,14778.68,2022-03-25 16:40:30.434,14779.57,14780.72
27,2022-03-25 14:40:31.628000,14778.41,14779.71,2022-03-25 16:40:32.981,14779.82,14780.97
28,2022-03-25 14:40:49.127000,14775.05,14776.35,2022-03-25 16:40:49.480,14777.07,14778.22
29,2022-03-25 14:40:51.159000,14777.52,14778.82,2022-03-25 16:40:51.744,14779.82,14780.97
30,2022-03-25 14:40:53.654000,14783.77,14785.07,2022-03-25 16:40:54.096,14785.32,14786.47
31,2022-03-25 14:41:01.675000,14788.33,14789.63,2022-03-25 16:41:02.199,14790.32,14791.47
32,2022-03-25 14:41:04.643000,14791.7,14793.0,2022-03-25 16:41:05.050,14793.72,14794.87
33,2022-03-25 14:41:07.550000,14792.2,14793.5,2022-03-25 16:41:08.262,14793.72,14794.87
34,2022-03-25 14:41:11.656000,14793.73,14795.03,2022-03-25 16:41:11.940,14795.97,14797.12
35,2022-03-25 14:41:17.670000,14793.89,14795.19,2022-03-25 16:41:18.161,14795.22,14796.37
36,2022-03-25 14:41:22.176000,14795.5,14796.8,2022-03-25 16:41:22.376,14796.82,14797.97
37,2022-03-25 14:41:38.165000,14794.93,14796.23,2022-03-25 16:41:38.438,14796.82,14797.97
38,2022-03-25 14:41:42.172000,14794.89,14796.19,2022-03-25 16:41:42.511,14796.42,14797.57
39,2022-03-25 14:41:53.483000,14792.45,14793.75,2022-03-25 16:41:54.085,14794.82,14795.97
40,2022-03-25 14:42:01.155000,14795.98,14797.28,2022-03-25 16:42:01.599,14797.57,14798.72
41,2022-03-25 14:42:04.591000,14797.75,14799.05,2022-03-25 16:42:05.338,14799.47,14800.62
42,2022-03-25 14:42:08.652000,14801.08,14802.38,2022-03-25 16:42:08.968,14803.32,14804.47
43,2022-03-25 14:42:15.657000,14801.89,14803.19,2022-03-25 16:42:16.073,14803.82,14804.97
44,2022-03-25 14:42:19.166000,14802.7,14804.0,2022-03-25 16:42:19.564,14804.57,14805.72
45,2022-03-25 14:42:38.176000,14802.98,14804.28,2022-03-25 16:42:38.408,14804.72,14805.87
46,2022-03-25 14:42:45.631000,14803.23,14804.53,2022-03-25 16:42:46.169,14804.97,14806.12
47,2022-03-25 14:42:55.067000,14806.33,14807.63,2022-03-25 16:42:55.506,14807.97,14809.12
48,2022-03-25 14:43:16.673000,14806.64,14807.94,2022-03-25 16:43:17.238,14808.32,14809.47
49,2022-03-25 14:44:23.657000,14797.83,14799.13,2022-03-25 16:44:24.104,14799.32,14800.47
50,2022-03-25 14:44:50.163000,14793.52,14794.82,2022-03-25 16:44:50.500,14795.82,14796.97
51,2022-03-25 14:44:54.127000,14793.77,14795.07,2022-03-25 16:44:54.276,14795.82,14796.97
52,2022-03-25 14:45:16.644000,14788.73,14790.03,2022-03-25 16:45:17.192,14790.82,14791.97
53,2022-03-25 14:45:25.528000,14789.98,14791.28,2022-03-25 16:45:25.847,14791.32,14792.47
54,2022-03-25 14:45:30.108000,14791.58,14792.88,2022-03-25 16:45:30.909,14793.07,14794.22
55,2022-03-25 14:45:33.782000,14792.64,14793.94,2022-03-25 16:45:34.665,14794.07,14795.22
56,2022-03-25 14:46:01.145000,14788.43,14789.73,2022-03-25 16:46:01.974,14790.82,14791.97
57,2022-03-25 14:46:04.076000,14791.83,14793.13,2022-03-25 16:46:04.367,14793.57,14794.72
58,2022-03-25 14:46:58.651000,14794.7,14796.0,2022-03-25 16:46:59.407,14797.67,14798.82
59,2022-03-25 14:47:42.169000,14801.41,14802.71,2022-03-25 16:47:42.723,14802.82,14803.97
60,2022-03-25 14:47:45.658000,14801.68,14802.98,2022-03-25 16:47:45.979,14803.07,14804.22
61,2022-03-25 14:47:51.173000,14803.14,14804.44,2022-03-25 16:47:51.498,14804.57,14805.72
62,2022-03-25 14:49:01.636000,14800.12,14801.42,2022-03-25 16:49:02.062,14801.57,14802.72
63,2022-03-25 14:49:06.531000,14797.16,14798.46,2022-03-25 16:49:06.977,14798.57,14799.72
64,2022-03-25 14:49:18.165000,14793.23,14794.53,2022-03-25 16:49:18.629,14795.07,14796.22
65,2022-03-25 14:49:34.162000,14783.89,14785.19,2022-03-25 16:49:34.607,14785.57,14786.72
66,2022-03-25 14:49:41.675000,14786.16,14787.46,2022-03-25 16:49:41.988,14787.82,14788.97
67,2022-03-25 14:50:31.175000,14785.2,14786.5,2022-03-25 16:50:31.345,14787.22,14788.37
68,2022-03-25 14:50:34.155000,14787.45,14788.75,2022-03-25 16:50:34.493,14788.82,14789.97
69,2022-03-25 14:50:53.166000,14785.58,14786.88,2022-03-25 16:50:53.412,14787.57,14788.72
70,2022-03-25 14:51:08.604000,14779.45,14780.75,2022-03-25 16:51:09.897,14781.32,14782.47
71,2022-03-25 14:51:13.250000,14778.03,14779.33,2022-03-25 16:51:14.784,14780.82,14781.97
72,2022-03-25 14:51:25.655000,14777.26,14778.56,2022-03-25 16:51:26.195,14778.57,14779.72
73,2022-03-25 14:52:05.159000,14776.27,14777.57,2022-03-25 16:52:05.826,14779.47,14780.62
74,2022-03-25 14:52:38.659000,14780.2,14781.5,2022-03-25 16:52:39.587,14782.47,14783.62
75,2022-03-25 14:52:43.138000,14783.4,14784.7,2022-03-25 16:52:43.446,14784.72,14785.87
76,2022-03-25 14:52:49.602000,14784.86,14786.16,2022-03-25 16:52:50.369,14786.22,14787.37
77,2022-03-25 14:53:09.174000,14782.77,14784.07,2022-03-25 16:53:09.529,14784.32,14785.47
78,2022-03-25 14:53:18.660000,14778.75,14780.05,2022-03-25 16:53:19.688,14780.07,14781.22
79,2022-03-25 14:53:44.175000,14771.73,14773.03,2022-03-25 16:53:44.561,14773.22,14774.37
80,2022-03-25 14:53:56.656000,14762.5,14763.8,2022-03-25 16:53:57.398,14764.72,14765.87
81,2022-03-25 14:54:02.623000,14760.83,14762.13,2022-03-25 16:54:03.112,14763.17,14764.32
82,2022-03-25 14:54:07.627000,14751.39,14752.69,2022-03-25 16:54:08.324,14754.32,14755.47
83,2022-03-25 14:54:13.666000,14748.83,14750.13,2022-03-25 16:54:15.620,14752.47,14753.62
84,2022-03-25 14:54:22.175000,14750.53,14751.83,2022-03-25 16:54:22.370,14752.22,14753.37
85,2022-03-25 14:54:25.148000,14750.15,14751.45,2022-03-25 16:54:25.326,14751.47,14752.62
86,2022-03-25 14:54:38.643000,14745.7,14747.0,2022-03-25 16:54:39.596,14749.32,14750.47
87,2022-03-25 14:54:44.127000,14752.33,14753.63,2022-03-25 16:54:45.016,14754.07,14755.22
88,2022-03-25 14:54:49.671000,14753.73,14755.03,2022-03-25 16:54:50.088,14755.17,14756.32
89,2022-03-25 14:55:02.678000,14751.58,14752.88,2022-03-25 16:55:04.589,14753.97,14755.12
90,2022-03-25 14:55:08.659000,14752.75,14754.05,2022-03-25 16:55:09.071,14754.82,14755.97
91,2022-03-25 14:55:17.718000,14757.72,14759.02,2022-03-25 16:55:17.897,14759.22,14760.37
92,2022-03-25 14:55:26.055000,14755.18,14756.48,2022-03-25 16:55:26.786,14757.97,14759.12
93,2022-03-25 14:55:30.674000,14753.53,14754.83,2022-03-25 16:55:30.968,14755.47,14756.62
94,2022-03-25 14:56:08.638000,14736.95,14738.25,2022-03-25 16:56:08.761,14742.97,14744.12
95,2022-03-25 14:56:12.660000,14742.98,14744.28,2022-03-25 16:56:13.219,14744.47,14745.62
96,2022-03-25 14:56:21.176000,14738.55,14739.85,2022-03-25 16:56:21.861,14742.72,14743.87
97,2022-03-25 14:56:39.664000,14741.27,14742.57,2022-03-25 16:56:39.837,14744.97,14746.12
98,2022-03-25 14:56:42.674000,14743.52,14744.82,2022-03-25 16:56:43.076,14746.47,14747.62
99,2022-03-25 14:56:46.112000,14745.77,14747.07,2022-03-25 16:56:46.606,14748.72,14749.87
100,2022-03-25 14:56:50.163000,14746.02,14747.32,2022-03-25 16:56:50.875,14748.72,14749.87
101,2022-03-25 14:56:52.660000,14747.48,14748.78,2022-03-25 16:56:53.849,14749.47,14750.62
102,2022-03-25 14:56:56.171000,14747.16,14748.46,2022-03-25 16:56:56.358,14749.47,14750.62
103,2022-03-25 14:56:58.160000,14749.41,14750.71,2022-03-25 16:56:58.866,14751.22,14752.37
104,2022-03-25 14:57:09.652000,14747.38,14748.68,2022-03-25 16:57:10.100,14750.72,14751.87
105,2022-03-25 14:57:12.160000,14748.95,14750.25,2022-03-25 16:57:12.806,14751.72,14752.87
106,2022-03-25 14:57:15.175000,14751.7,14753.0,2022-03-25 16:57:15.340,14753.97,14755.12
107,2022-03-25 14:57:17.629000,14751.02,14752.32,2022-03-25 16:57:18.164,14753.22,14754.37
108,2022-03-25 14:57:20.657000,14750.2,14751.5,2022-03-25 16:57:20.958,14752.72,14753.87
109,2022-03-25 14:57:23.611000,14750.02,14751.32,2022-03-25 16:57:23.779,14752.22,14753.37
110,2022-03-25 14:57:26.653000,14749.4,14750.7,2022-03-25 16:57:26.885,14750.97,14752.12
111,2022-03-25 14:57:29.150000,14748.63,14749.93,2022-03-25 16:57:29.809,14750.72,14751.87
112,2022-03-25 14:57:34.166000,14749.45,14750.75,2022-03-25 16:57:34.639,14750.97,14752.12
113,2022-03-25 14:57:38.109000,14744.08,14745.38,2022-03-25 16:57:38.435,14746.22,14747.37
114,2022-03-25 14:57:47.594000,14748.75,14750.05,2022-03-25 16:57:47.895,14751.22,14752.37
115,2022-03-25 14:57:52.656000,14749.2,14750.5,2022-03-25 16:57:53.052,14750.97,14752.12
116,2022-03-25 14:57:56.641000,14745.91,14747.21,2022-03-25 16:57:57.379,14749.22,14750.37
117,2022-03-25 14:58:02.174000,14751.45,14752.75,2022-03-25 16:58:02.247,14753.47,14754.62
118,2022-03-25 14:58:05.650000,14752.08,14753.38,2022-03-25 16:58:06.235,14754.22,14755.37
119,2022-03-25 14:58:15.178000,14747.2,14748.5,2022-03-25 16:58:15.935,14748.97,14750.12
120,2022-03-25 14:58:19.589000,14745.5,14746.8,2022-03-25 16:58:20.212,14747.72,14748.87
121,2022-03-25 14:58:24.647000,14745.28,14746.58,2022-03-25 16:58:24.991,14747.22,14748.37
122,2022-03-25 14:58:32.148000,14748.41,14749.71,2022-03-25 16:58:33.055,14753.67,14754.82
123,2022-03-25 14:58:41.151000,14746.73,14748.03,2022-03-25 16:58:41.700,14748.17,14749.32
124,2022-03-25 14:58:44.556000,14746.91,14748.21,2022-03-25 16:58:45.236,14749.97,14751.12
125,2022-03-25 14:58:47.435000,14748.2,14749.5,2022-03-25 16:58:47.964,14749.97,14751.12
126,2022-03-25 14:58:50.171000,14750.27,14751.57,2022-03-25 16:58:50.758,14753.47,14754.62
127,2022-03-25 14:58:55.589000,14749.7,14751.0,2022-03-25 16:58:56.125,14752.22,14753.37
128,2022-03-25 14:58:57.651000,14747.98,14749.28,2022-03-25 16:58:58.628,14749.97,14751.12
129,2022-03-25 14:59:00.668000,14747.41,14748.71,2022-03-25 16:59:01.118,14750.22,14751.37
130,2022-03-25 14:59:02.533000,14753.14,14754.44,2022-03-25 16:59:03.617,14754.97,14756.12
131,2022-03-25 14:59:06.595000,14755.52,14756.82,2022-03-25 16:59:06.861,14758.22,14759.37
132,2022-03-25 14:59:12.159000,14753.23,14754.53,2022-03-25 16:59:12.555,14755.72,14756.87
133,2022-03-25 14:59:17.139000,14749.58,14750.88,2022-03-25 16:59:17.940,14751.47,14752.62
134,2022-03-25 14:59:19.144000,14749.61,14750.91,2022-03-25 16:59:20.072,14751.22,14752.37
135,2022-03-25 14:59:22.144000,14746.95,14748.25,2022-03-25 16:59:22.595,14749.22,14750.37
136,2022-03-25 14:59:27.176000,14747.64,14748.94,2022-03-25 16:59:27.620,14749.22,14750.37
137,2022-03-25 14:59:30.136000,14745.02,14746.32,2022-03-25 16:59:30.285,14747.22,14748.37
138,2022-03-25 14:59:33.935000,14747.25,14748.55,2022-03-25 16:59:34.017,14749.22,14750.37
139,2022-03-25 14:59:39.062000,14744.58,14745.88,2022-03-25 16:59:39.677,14746.47,14747.62
140,2022-03-25 14:59:42.154000,14745.67,14746.97,2022-03-25 16:59:42.496,14748.22,14749.37
141,2022-03-25 14:59:44.580000,14747.33,14748.63,2022-03-25 16:59:45.131,14748.67,14749.82
142,2022-03-25 14:59:48.101000,14746.58,14747.88,2022-03-25 16:59:48.310,14748.42,14749.57
143,2022-03-25 14:59:55.171000,14748.08,14749.38,2022-03-25 16:59:55.258,14749.42,14750.57
144,2022-03-25 15:00:03.175000,14759.83,14761.13,2022-03-25 17:00:03.648,14762.97,14764.12
145,2022-03-25 15:00:07.664000,14754.45,14755.75,2022-03-25 17:00:08.357,14756.92,14758.07
146,2022-03-25 15:00:17.165000,14750.83,14752.13,2022-03-25 17:00:17.643,14752.47,14753.62
147,2022-03-25 15:00:21.160000,14742.04,14743.34,2022-03-25 17:00:21.961,14743.72,14744.87
148,2022-03-25 15:00:25.176000,14738.7,14740.0,2022-03-25 17:00:26.402,14740.97,14742.12
149,2022-03-25 15:00:39.171000,14738.33,14739.63,2022-03-25 17:00:39.786,14740.47,14741.62
150,2022-03-25 15:00:44.128000,14737.64,14738.94,2022-03-25 17:00:44.450,14739.47,14740.62
151,2022-03-25 15:00:57.582000,14738.14,14739.44,2022-03-25 17:00:57.891,14739.72,14740.87
152,2022-03-25 15:01:02.130000,14735.77,14737.07,2022-03-25 17:01:03.373,14738.97,14740.12
153,2022-03-25 15:01:07.130000,14735.55,14736.85,2022-03-25 17:01:07.622,14738.47,14739.62
154,2022-03-25 15:01:16.651000,14729.7,14731.0,2022-03-25 17:01:17.215,14731.47,14732.62
155,2022-03-25 15:01:28.660000,14721.62,14722.92,2022-03-25 17:01:29.106,14723.22,14724.37
156,2022-03-25 15:01:33.174000,14718.5,14719.8,2022-03-25 17:01:33.499,14720.47,14721.62
157,2022-03-25 15:01:35.152000,14718.77,14720.07,2022-03-25 17:01:36.096,14724.22,14725.37
158,2022-03-25 15:01:40.661000,14714.83,14716.13,2022-03-25 17:01:41.599,14716.22,14717.37
159,2022-03-25 15:01:46.177000,14708.15,14709.45,2022-03-25 17:01:46.686,14710.42,14711.57
160,2022-03-25 15:01:49.659000,14707.93,14709.23,2022-03-25 17:01:50.167,14712.42,14713.57
161,2022-03-25 15:01:59.625000,14709.58,14710.88,2022-03-25 17:01:59.847,14712.42,14713.57
162,2022-03-25 15:02:01.653000,14709.16,14710.46,2022-03-25 17:02:02.236,14710.67,14711.82
163,2022-03-25 15:02:10.158000,14710.11,14711.41,2022-03-25 17:02:10.288,14711.92,14713.07
164,2022-03-25 15:02:13.137000,14710.45,14711.75,2022-03-25 17:02:13.630,14712.42,14713.57
165,2022-03-25 15:02:15.659000,14712.36,14713.66,2022-03-25 17:02:16.268,14713.67,14714.82
166,2022-03-25 15:02:18.660000,14710.43,14711.73,2022-03-25 17:02:19.454,14715.17,14716.32
167,2022-03-25 15:02:25.604000,14709.93,14711.23,2022-03-25 17:02:26.032,14713.22,14714.37
168,2022-03-25 15:02:28.661000,14710.89,14712.19,2022-03-25 17:02:29.136,14712.97,14714.12
169,2022-03-25 15:02:32.665000,14711.39,14712.69,2022-03-25 17:02:32.952,14712.92,14714.07
170,2022-03-25 15:02:37.178000,14712.17,14713.47,2022-03-25 17:02:37.564,14713.92,14715.07
171,2022-03-25 15:02:41.660000,14711.2,14712.5,2022-03-25 17:02:41.966,14713.22,14714.37
172,2022-03-25 15:02:45.658000,14711.4,14712.7,2022-03-25 17:02:46.134,14713.72,14714.87
173,2022-03-25 15:02:50.107000,14711.15,14712.45,2022-03-25 17:02:50.788,14713.47,14714.62
174,2022-03-25 15:03:01.649000,14706.7,14708.0,2022-03-25 17:03:02.607,14712.17,14713.32
175,2022-03-25 15:03:11.142000,14710.18,14711.48,2022-03-25 17:03:11.556,14712.17,14713.32
176,2022-03-25 15:03:21.084000,14710.25,14711.55,2022-03-25 17:03:21.713,14711.92,14713.07
177,2022-03-25 15:03:31.650000,14710.23,14711.53,2022-03-25 17:03:32.478,14714.92,14716.07
178,2022-03-25 15:03:36.676000,14716.0,14717.3,2022-03-25 17:03:37.078,14718.17,14719.32
179,2022-03-25 15:03:41.608000,14716.33,14717.63,2022-03-25 17:03:42.249,14717.72,14718.87
180,2022-03-25 15:03:46.143000,14714.98,14716.28,2022-03-25 17:03:46.726,14717.47,14718.62
181,2022-03-25 15:03:50.411000,14714.38,14715.68,2022-03-25 17:03:50.776,14716.22,14717.37
182,2022-03-25 15:03:56.166000,14717.73,14719.03,2022-03-25 17:03:56.935,14720.97,14722.12
183,2022-03-25 15:04:04.620000,14717.45,14718.75,2022-03-25 17:04:05.050,14719.72,14720.87
184,2022-03-25 15:04:07.886000,14715.23,14716.53,2022-03-25 17:04:08.670,14717.47,14718.62
185,2022-03-25 15:04:11.642000,14716.83,14718.13,2022-03-25 17:04:11.972,14718.22,14719.37
186,2022-03-25 15:04:14.602000,14715.08,14716.38,2022-03-25 17:04:15.362,14716.97,14718.12
187,2022-03-25 15:04:18.141000,14714.08,14715.38,2022-03-25 17:04:18.507,14716.22,14717.37
188,2022-03-25 15:04:24.174000,14717.64,14718.94,2022-03-25 17:04:24.637,14718.97,14720.12
189,2022-03-25 15:04:26.653000,14717.77,14719.07,2022-03-25 17:04:27.199,14720.22,14721.37
190,2022-03-25 15:04:31.653000,14717.02,14718.32,2022-03-25 17:04:32.226,14718.97,14720.12
191,2022-03-25 15:04:34.039000,14716.33,14717.63,2022-03-25 17:04:34.446,14718.22,14719.37
192,2022-03-25 15:04:36.560000,14716.39,14717.69,2022-03-25 17:04:37.068,14718.97,14720.12
193,2022-03-25 15:04:38.997000,14716.33,14717.63,2022-03-25 17:04:39.238,14717.97,14719.12
194,2022-03-25 15:04:41.666000,14721.14,14722.44,2022-03-25 17:04:42.313,14722.97,14724.12
195,2022-03-25 15:04:44.154000,14721.45,14722.75,2022-03-25 17:04:44.413,14723.22,14724.37
196,2022-03-25 15:04:45.661000,14721.43,14722.73,2022-03-25 17:04:46.618,14723.22,14724.37
197,2022-03-25 15:04:48.659000,14722.68,14723.98,2022-03-25 17:04:48.815,14724.22,14725.37
198,2022-03-25 15:04:50.654000,14722.7,14724.0,2022-03-25 17:04:50.956,14724.72,14725.87
199,2022-03-25 15:04:53.132000,14723.48,14724.78,2022-03-25 17:04:53.302,14725.22,14726.37
200,2022-03-25 15:04:54.653000,14721.53,14722.83,2022-03-25 17:04:55.384,14723.72,14724.87
201,2022-03-25 15:04:57.163000,14720.95,14722.25,2022-03-25 17:04:57.519,14722.47,14723.62
202,2022-03-25 15:04:59.609000,14721.78,14723.08,2022-03-25 17:04:59.871,14723.47,14724.62
203,2022-03-25 15:05:02.176000,14720.2,14721.5,2022-03-25 17:05:02.514,14724.47,14725.62
204,2022-03-25 15:05:06.656000,14724.08,14725.38,2022-03-25 17:05:06.850,14725.72,14726.87
205,2022-03-25 15:05:13.658000,14717.83,14719.13,2022-03-25 17:05:14.555,14721.47,14722.62
206,2022-03-25 15:05:16.107000,14718.33,14719.63,2022-03-25 17:05:16.767,14722.22,14723.37
207,2022-03-25 15:05:18.672000,14719.77,14721.07,2022-03-25 17:05:19.111,14721.72,14722.87
208,2022-03-25 15:05:20.551000,14719.45,14720.75,2022-03-25 17:05:21.334,14723.22,14724.37
209,2022-03-25 15:05:23.176000,14721.13,14722.43,2022-03-25 17:05:23.435,14723.22,14724.37
210,2022-03-25 15:05:27.158000,14716.95,14718.25,2022-03-25 17:05:27.743,14718.97,14720.12
211,2022-03-25 15:05:29.176000,14716.45,14717.75,2022-03-25 17:05:29.827,14718.22,14719.37
212,2022-03-25 15:05:35.162000,14718.08,14719.38,2022-03-25 17:05:35.419,14719.92,14721.07
213,2022-03-25 15:05:40.677000,14721.45,14722.75,2022-03-25 17:05:41.449,14723.42,14724.57
214,2022-03-25 15:05:43.177000,14722.52,14723.82,2022-03-25 17:05:43.860,14725.42,14726.57
215,2022-03-25 15:05:45.675000,14724.2,14725.5,2022-03-25 17:05:46.219,14727.42,14728.57
216,2022-03-25 15:05:50.076000,14721.38,14722.68,2022-03-25 17:05:50.798,14724.22,14725.37
217,2022-03-25 15:05:52.667000,14719.7,14721.0,2022-03-25 17:05:53.213,14721.72,14722.87
218,2022-03-25 15:05:55.143000,14719.45,14720.75,2022-03-25 17:05:55.561,14721.22,14722.37
219,2022-03-25 15:05:57.592000,14718.02,14719.32,2022-03-25 17:05:57.889,14719.67,14720.82
220,2022-03-25 15:05:59.133000,14718.43,14719.73,2022-03-25 17:05:59.995,14720.17,14721.32
221,2022-03-25 15:06:04.635000,14721.95,14723.25,2022-03-25 17:06:04.875,14723.42,14724.57
222,2022-03-25 15:06:07.168000,14717.73,14719.03,2022-03-25 17:06:07.783,14719.17,14720.32
223,2022-03-25 15:06:13.544000,14719.48,14720.78,2022-03-25 17:06:14.085,14721.17,14722.32
224,2022-03-25 15:06:20.642000,14722.33,14723.63,2022-03-25 17:06:20.795,14723.67,14724.82
225,2022-03-25 15:06:23.554000,14721.27,14722.57,2022-03-25 17:06:23.828,14722.92,14724.07
226,2022-03-25 15:06:26.617000,14722.13,14723.43,2022-03-25 17:06:26.952,14723.92,14725.07
227,2022-03-25 15:06:30.082000,14718.77,14720.07,2022-03-25 17:06:30.538,14724.22,14725.37
228,2022-03-25 15:06:37.628000,14722.89,14724.19,2022-03-25 17:06:38.190,14726.17,14727.32
229,2022-03-25 15:06:41.080000,14721.2,14722.5,2022-03-25 17:06:41.649,14722.92,14724.07
230,2022-03-25 15:06:44.670000,14721.58,14722.88,2022-03-25 17:06:45.042,14724.67,14725.82
231,2022-03-25 15:06:51.077000,14723.23,14724.53,2022-03-25 17:06:51.584,14725.22,14726.37
232,2022-03-25 15:06:54.654000,14725.15,14726.45,2022-03-25 17:06:54.836,14727.72,14728.87
233,2022-03-25 15:06:58.174000,14726.01,14727.31,2022-03-25 17:06:58.490,14727.97,14729.12
234,2022-03-25 15:07:04.941000,14721.68,14722.98,2022-03-25 17:07:17.486,14728.92,14730.07
